Year,State,Species,,Total catch PSE (proportional standard error),Total effort by number of directed trips,Total effort PSE,CPUE (which is catch/effort)
1983,New York,Black Sea Bass,134356,43.3,"63,708",37.1,2.1089
1988,Connecticut,BLUEFISH,30463,70.8,17417,37,1.749
2008,Georgia,BLUEFISH,212513,50.8,45414,37,4.6795
2015,Massachusetts,Black Sea Bass,213141,76.5,"25,350",37,8.4079
1997,SOUTH CAROLINA,FLORIDA POMPANO,105648,42.1,65872,37,1.6038
2009,Maine,BLUEFISH,8010,85.1,163235,36.9,0.0491
2020,Maryland,SUMMER FLOUNDER,182805,34.5,58571,36.9,3.1211
2016,New Jersey,WINTER FLOUNDER,10541,464,8639,36.9,1.2202
2002,Delaware,YELLOWFIN TUNA,16795,55.8,7667,36.9,2.1906
1998,Maryland,YELLOWFIN TUNA,50700,74.5,58838,36.9,0.8617
1996,Rhode Island,YELLOWFIN TUNA,1420,64.1,7475,36.9,0.19
1994,New York,Black Sea Bass,115053,48.3,"26,475",36.9,4.3457
1985,South Carolina,Black Sea Bass,815268,35,"194,978",36.9,4.1813
1982,New Jersey,BLACK SEA BASS,746745,22,"190,276",36.9,3.9245
2006,South Carolina,BLUEFISH,2745685,28.7,1060751,36.8,2.5884
1989,North Carolina,COBIA,10355,28.6,"42,974",36.8,0.241
2022,Virginia,SUMMER FLOUNDER,179347,38.8,62382,36.8,2.875
2009,Georgia,Black Sea Bass,217102,28.7,"65,594",36.8,3.3098
1984,Delaware,BLUEFISH,142687,53.1,100446,36.7,1.4205
2006,Virginia,BLUEFISH,567716,65.6,267658,36.7,2.121
1991,New York,Black Sea Bass,252734,29.2,"96,731",36.7,2.6128
2014,New York,Black Sea Bass,2991030,28.2,"606,807",36.7,4.9291
1990,Delaware,SUMMER FLOUNDER,27842,33.6,43534,36.6,0.6395
2016,South Carolina,COBIA,16882,46.4,"36,081",36.5,0.4679
2021,Virginia,COBIA,9764,39,"23,184",36.5,0.4212
1986,North Carolina,COBIA,11931,77.1,"106,702",36.4,0.1118
2019,South Carolina,COBIA,55676,41.2,"68,993",36.4,0.807
2005,New Hampshire,ATLANTIC MACKEREL,493529,65.3,"20,452",36.2,24.1311
1994,New Hampshire,WINTER FLOUNDER,13894,50.8,"9,687",36.2,1.4343
2022,Virginia,BLACK SEA BASS,809524,35.2,"71,429",36.2,11.3333
2005,Virginia,SUMMER FLOUNDER,257384,51.3,152907,36.1,1.6833
1999,Rhode Island,WINTER FLOUNDER,9206,51.8,"18,439",36.1,0.4993
2004,Massachusetts,Black Sea Bass,109896,39.6,"53,627",36.1,2.0493
2015,Georgia,Black Sea Bass,869958,40.7,"124,654",36.1,6.979
1992,Maine,ATLANTIC MACKEREL,448666,54.6,"215,862",36,2.0785
1985,Georgia,COBIA,1444,73.5,"5,036",36,0.2867
1993,Delaware,SUMMER FLOUNDER,57944,51.6,31915,36,1.8156
2015,North Carolina,SUMMER FLOUNDER,27674,39.5,38542,36,0.718
2019,Maryland,BLACK SEA BASS,498026,27.9,"69,018",36,7.2159
2002,New Jersey,WINTER FLOUNDER,21396,56,61151,35.9,0.3499
1993,Connecticut,YELLOWFIN TUNA,28110,46.4,22229,35.9,1.2646
2000,New York,Black Sea Bass,1225284,29.6,"189,945",35.9,6.4507
1988,Delaware,BLACK SEA BASS,96175,28.9,"51,249",35.9,1.8766
2007,Virginia,BLACK SEA BASS,292195,22.2,"100,786",35.9,2.8992
1992,Rhode Island,ATLANTIC MACKEREL,29051,86.4,"3,297",35.8,8.8113
1983,Georgia,COBIA,1611,83.8,"5,399",35.8,0.2984
1994,Delaware,SUMMER FLOUNDER,2985,66.1,36137,35.8,0.0826
1981,New Hampshire,WINTER FLOUNDER,74404,32.5,"16,931",35.8,4.3945
1986,Rhode Island,Black Sea Bass,63588,47.4,"30,706",35.8,2.0709
1995,Virginia,BLACK SEA BASS,2130019,25.4,"189,355",35.8,11.2488
1989,Georgia,Black Sea Bass,72399,56,"8,726",35.7,8.2969
1999,GEORGIA,FLORIDA POMPANO,16540,44.5,9557,35.7,1.7307
1985,New Jersey,SUMMER FLOUNDER,12467231,38.8,1607408,35.6,7.7561
2002,New Hampshire,WINTER FLOUNDER,14446,64,"6,018",35.6,2.4005
1987,Virginia,YELLOWFIN TUNA,54492,69.9,17069,35.6,3.1925
2020,Virginia,YELLOWFIN TUNA,4918,42.9,7845,35.6,0.6269
2015,South Carolina,COBIA,26337,29.5,"37,111",35.5,0.7097
1988,Maryland,SUMMER FLOUNDER,139688,32.9,128385,35.5,1.088
1996,Virginia,YELLOWFIN TUNA,14597,66.8,16312,35.5,0.8949
1991,Maryland,BLUEFISH,70330,40.9,50833,35.4,1.3836
1990,New Hampshire,WINTER FLOUNDER,6344,65.8,"2,945",35.4,2.1542
1997,Virginia,BLACK SEA BASS,626339,27.3,"55,252",35.4,11.336
1986,SOUTH CAROLINA,FLORIDA POMPANO,961105,48.9,276557,35.4,3.4753
2019,Maryland,SUMMER FLOUNDER,18568,44.3,10999,35.3,1.6882
1991,Rhode Island,Black Sea Bass,7605,64.8,"3,710",35.3,2.0499
1996,Maine,ATLANTIC MACKEREL,1330035,31.4,"276,926",35.2,4.8029
2013,Georgia,Black Sea Bass,803634,41.3,"82,912",35.2,9.6926
2014,Maryland,BLACK SEA BASS,263522,21.9,"27,631",35.2,9.5372
2009,Virginia,BLACK SEA BASS,464080,59.5,"24,821",35.2,18.6971
1989,Maine,ATLANTIC MACKEREL,1065738,70.2,"234,914",35.1,4.5367
1981,Maine,ATLANTIC MACKEREL,466776,51.1,115792,35,4.0312
2016,Virginia,COBIA,10521,56.3,"15,513",35,0.6782
1986,South Carolina,YELLOWFIN TUNA,16098,37.5,11512,34.9,1.3984
1987,New York,Black Sea Bass,336298,28.4,"104,922",34.9,3.2052
1983,Maryland,BLACK SEA BASS,187026,43.9,"37,396",34.9,5.0012
1989,SOUTH CAROLINA,FLORIDA POMPANO,337291,31.8,130151,34.9,2.5915
2008,Rhode Island,BLUEFISH,1063984,29.8,532289,34.8,1.9989
1999,New Jersey,WINTER FLOUNDER,185445,451,127820,34.8,1.4508
1996,Rhode Island,WINTER FLOUNDER,7150,41.2,"7,693",34.7,0.9294
1982,New York,WINTER FLOUNDER,700761,50.5,"62,845",34.7,11.1506
2018,New Jersey,YELLOWFIN TUNA,225030,343,112693,34.7,1.9968
1996,SOUTH CAROLINA,FLORIDA POMPANO,263875,46.4,107231,34.7,2.4608
2019,Virginia,COBIA,14161,28.2,"48,064",34.6,0.2946
1986,Massachusetts,Black Sea Bass,420411,49.2,"141,473",34.6,2.9717
1982,Georgia,BLUEFISH,125739,42.2,102238,34.4,1.2299
1995,Virginia,COBIA,1456,67.6,"11,031",34.4,0.132
2008,Maryland,SUMMER FLOUNDER,77823,36.7,68682,34.4,1.1331
2003,Rhode Island,WINTER FLOUNDER,9046,75.5,"50,451",34.4,0.1793
2001,Georgia,Black Sea Bass,731741,38.8,"50,703",34.4,14.4319
2017,Massachusetts,BLUEFISH,416783,43.1,322840,34.3,1.291
2000,New Hampshire,WINTER FLOUNDER,26434,69.5,"7,082",34.3,3.7326
1991,Maine,ATLANTIC MACKEREL,505106,35.3,"209,497",34.2,2.411
2009,Massachusetts,ATLANTIC MACKEREL,746859,48.4,"83,026",34.2,8.9955
2020,Massachusetts,WINTER FLOUNDER,22053,47.8,"22,349",34.2,0.9868
1999,New York,Black Sea Bass,499577,33,"114,868",34.2,4.3491
2014,New York,BLUEFISH,4900507,28.8,1660557,34.1,2.9511
1987,New Hampshire,WINTER FLOUNDER,45771,35.2,"21,391",34.1,2.1397
1983,North Carolina,BLACK SEA BASS,1541772,41.7,"408,589",34.1,3.7734
1998,Virginia,BLACK SEA BASS,1018074,22.9,"145,731",34.1,6.986
1986,Maine,ATLANTIC MACKEREL,625696,30.9,"216,984",34,2.8836
1992,Massachusetts,SUMMER FLOUNDER,58846,47.1,46779,34,1.258
1990,New Jersey,YELLOWFIN TUNA,56451,59,61770,34,0.9139
2017,Maryland,BLACK SEA BASS,383613,39.4,"40,500",34,9.4719
1982,New Hampshire,BLUEFISH,1844,87.7,3331,33.9,0.5536
1986,New Hampshire,WINTER FLOUNDER,20190,38.2,"14,179",33.9,1.4239
2004,SOUTH CAROLINA,FLORIDA POMPANO,334552,49.8,165904,33.9,2.0165
1983,New York,SUMMER FLOUNDER,516008,39,188372,33.8,2.7393
1985,New York,YELLOWFIN TUNA,30408,67.4,118907,33.8,0.2557
2006,Maine,ATLANTIC MACKEREL,611049,50.1,"150,403",33.7,4.0627
1989,Rhode Island,YELLOWFIN TUNA,978,68.4,8279,33.7,0.1181
1990,Rhode Island,YELLOWFIN TUNA,1261,45.1,5840,33.7,0.2159
1981,North Carolina,BLACK SEA BASS,741709,42.8,"117,567",33.7,6.3088
2005,New Jersey,ATLANTIC MACKEREL,210939,621,8774,33.6,24.0414
2018,Connecticut,BLUEFISH,73607,30.3,22373,33.6,3.29
2007,Virginia,BLUEFISH,1762747,39.8,415036,33.6,4.2472
1995,New Hampshire,WINTER FLOUNDER,6888,38.8,"4,451",33.6,1.5475
1999,Maryland,YELLOWFIN TUNA,26169,42.7,28063,33.6,0.9325
2011,North Carolina,YELLOWFIN TUNA,34023,25.7,45558,33.6,0.7468
2017,Georgia,Black Sea Bass,417301,30.6,"98,863",33.6,4.221
1998,SOUTH CAROLINA,FLORIDA POMPANO,90625,35.9,49742,33.6,1.8219
1989,Maryland,YELLOWFIN TUNA,37058,42.8,35331,33.5,1.0489
2013,New Jersey,YELLOWFIN TUNA,154237,543,140777,33.5,1.0956
2008,SOUTH CAROLINA,FLORIDA POMPANO,214556,49.7,90699,33.5,2.3656
1988,South Carolina,BLUEFISH,220507,28.7,142803,33.4,1.5441
2005,Maryland,YELLOWFIN TUNA,18875,75.5,5777,33.4,3.2673
2007,Maryland,YELLOWFIN TUNA,3430,30,5777,33.4,0.5937
2003,Maine,BLUEFISH,34196,62.2,149850,33.3,0.2282
2018,Virginia,COBIA,19160,39.2,"31,616",33.3,0.606
2021,Maryland,SUMMER FLOUNDER,62940,25.8,44219,33.3,1.4234
2013,Virginia,SUMMER FLOUNDER,692383,47.1,275964,33.3,2.509
2013,Virginia,BLACK SEA BASS,579360,26.4,"75,337",33.3,7.6902
2020,Connecticut,BLUEFISH,115340,38,33562,33.2,3.4366
2007,New Hampshire,WINTER FLOUNDER,23322,40.2,"18,004",33.2,1.2954
1997,Rhode Island,YELLOWFIN TUNA,3136,62.4,8765,33.2,0.3578
2007,Georgia,BLUEFISH,278750,88,62318,33.1,4.473
2022,Massachusetts,SUMMER FLOUNDER,136301,51.5,38692,33.1,3.5227
1990,Rhode Island,WINTER FLOUNDER,59660,34.5,"51,413",33.1,1.1604
2000,Massachusetts,Black Sea Bass,126248,61.5,"18,661",33.1,6.7653
1996,Georgia,Black Sea Bass,206604,33,"26,401",33.1,7.8256
1998,Maine,BLUEFISH,3704,75,28484,33,0.13
2001,South Carolina,Black Sea Bass,419503,32.1,"66,446",33,6.3134
1984,New Hampshire,BLUEFISH,8697,45,9730,32.9,0.8938
1995,Virginia,YELLOWFIN TUNA,16385,49.7,28306,32.9,0.5789
2008,Virginia,BLUEFISH,384651,40,98670,32.8,3.8984
2008,New Hampshire,WINTER FLOUNDER,20917,37.6,"11,918",32.8,1.7551
1994,Georgia,Black Sea Bass,310304,47.3,"29,488",32.8,10.5231
1981,NORTH CAROLINA,FLORIDA POMPANO,192505,43.2,82967,32.8,2.3203
2003,Virginia,BLUEFISH,246431,38,73006,32.7,3.3755
1986,Georgia,Black Sea Bass,165364,57.9,"14,228",32.7,11.6224
1995,Maryland,BLACK SEA BASS,2281123,23.5,"103,006",32.7,22.1455
1987,Virginia,BLUEFISH,381760,26.8,135656,32.6,2.8142
2013,Massachusetts,SUMMER FLOUNDER,88006,41.7,41505,32.6,2.1204
2013,VIRGINIA,FLORIDA POMPANO,245877,21.1,69421,32.6,3.5418
1988,Maine,ATLANTIC MACKEREL,512102,42.3,"229,431",32.5,2.2321
1998,Massachusetts,ATLANTIC MACKEREL,684272,30.3,"92,559",32.5,7.3928
2004,Maine,BLUEFISH,65949,37.3,188339,32.5,0.3502
2009,Rhode Island,BLUEFISH,107710,33.8,150005,32.5,0.718
2017,Massachusetts,SUMMER FLOUNDER,55077,33.8,25188,32.5,2.1866
2000,New Jersey,WINTER FLOUNDER,1312587,514,315106,32.5,4.1655
1998,Massachusetts,WINTER FLOUNDER,84730,36.6,"70,221",32.5,1.2066
1987,New York,YELLOWFIN TUNA,568832,53.2,148301,32.5,3.8357
1991,New Jersey,ATLANTIC MACKEREL,881687,427,38675,32.4,22.7973
2013,Maryland,BLUEFISH,20845,41,24001,32.4,0.8685
2010,Virginia,BLUEFISH,750221,64.9,148234,32.4,5.0611
1996,Maryland,YELLOWFIN TUNA,19716,41.2,20095,32.4,0.9811
1987,NORTH CAROLINA,FLORIDA POMPANO,323705,23.8,319174,32.4,1.0142
2004,New Hampshire,ATLANTIC MACKEREL,207150,33.1,"30,851",32.3,6.7145
1997,Virginia,BLUEFISH,513349,32,142510,32.3,3.6022
2009,South Carolina,Black Sea Bass,412107,24.3,"93,788",32.3,4.394
1999,Maryland,BLUEFISH,501533,34.3,160410,32.2,3.1266
2021,Georgia,COBIA,29088,36.1,"18,854",32.2,1.5428
2013,Connecticut,SUMMER FLOUNDER,807358,28.3,212568,32.2,3.7981
1985,New York,WINTER FLOUNDER,134353,46.3,"51,723",32.2,2.5975
1990,Maryland,BLACK SEA BASS,1960139,40.5,"90,344",32.2,21.6964
1998,Massachusetts,Black Sea Bass,10852,32.5,"8,197",32.1,1.3239
2011,South Carolina,Black Sea Bass,1784908,28.2,"303,839",32.1,5.8745
1981,New Jersey,BLACK SEA BASS,141813,541,"42,678",32.1,3.3229
2020,North Carolina,COBIA,55358,23.5,"284,766",32,0.1944
1999,Virginia,YELLOWFIN TUNA,24080,54.6,34006,32,0.7081
1988,Maryland,YELLOWFIN TUNA,27895,42.8,25666,31.9,1.0868
1991,Rhode Island,YELLOWFIN TUNA,903,85.2,7602,31.9,0.1188
1995,New York,YELLOWFIN TUNA,372079,33.4,213162,31.9,1.7455
1987,Rhode Island,Black Sea Bass,106626,34.2,"29,166",31.9,3.6558
1999,South Carolina,Black Sea Bass,328774,52.5,"36,300",31.9,9.0571
2019,Delaware,BLACK SEA BASS,205954,27.5,"31,550",31.9,6.5279
2017,Connecticut,BLUEFISH,64684,42.1,23094,31.8,2.8009
2021,New Hampshire,BLUEFISH,698,91.9,8792,31.8,0.0794
1995,Virginia,BLUEFISH,426667,38.7,148027,31.8,2.8824
1993,Virginia,SUMMER FLOUNDER,917182,35.8,259838,31.8,3.5298
2004,Maryland,YELLOWFIN TUNA,5211,43.5,9375,31.8,0.5558
2006,Maryland,YELLOWFIN TUNA,7957,22.1,9375,31.8,0.8487
2001,Maryland,BLACK SEA BASS,568041,31.3,"73,872",31.8,7.6895
2021,SOUTH CAROLINA,FLORIDA POMPANO,1659746,30.8,463487,31.8,3.581
1998,Georgia,Black Sea Bass,88110,37.3,"11,589",31.7,7.6029
1988,Delaware,ATLANTIC MACKEREL,453641,64.8,11799,31.6,38.4474
1995,Virginia,ATLANTIC MACKEREL,420,42.3,377,31.6,1.1141
1997,Delaware,BLUEFISH,96056,29.4,89193,31.6,1.0769
1983,Georgia,BLUEFISH,37984,44.7,25332,31.6,1.4994
2000,Virginia,BLUEFISH,386360,31.2,150177,31.6,2.5727
2022,New Jersey,YELLOWFIN TUNA,78398,272,63915,31.6,1.2266
2001,Massachusetts,ATLANTIC MACKEREL,1252893,22.6,"197,441",31.5,6.3457
2015,Georgia,BLUEFISH,256971,56.5,77619,31.5,3.3107
2022,Georgia,BLUEFISH,81891,47.9,31255,31.5,2.6201
2013,North Carolina,SUMMER FLOUNDER,64757,29.5,67277,31.5,0.9625
1982,South Carolina,SUMMER FLOUNDER,32497,32,28080,31.5,1.1573
2013,Connecticut,BLUEFISH,321788,40.5,122879,31.4,2.6187
1999,Maryland,SUMMER FLOUNDER,332603,35.6,177393,31.4,1.8749
2004,Georgia,Black Sea Bass,523606,30.2,"64,380",31.4,8.1331
2020,Georgia,Black Sea Bass,873392,49,"132,716",31.4,6.5809
1987,Maryland,BLACK SEA BASS,178304,36.3,"31,603",31.4,5.642
1995,SOUTH CAROLINA,FLORIDA POMPANO,281966,50.3,117626,31.4,2.3971
1990,Virginia,ATLANTIC MACKEREL,27091,30.6,3043,31.3,8.9027
1983,Rhode Island,ATLANTIC MACKEREL,144452,42.8,"73,556",31.3,1.9638
1994,Delaware,BLUEFISH,177725,44.6,165833,31.3,1.0717
1997,Maine,BLUEFISH,68666,66.9,53115,31.3,1.2928
2013,Delaware,YELLOWFIN TUNA,1842,60.5,5690,31.3,0.3237
1988,Georgia,Black Sea Bass,58302,34.7,"7,128",31.3,8.1793
1991,New Hampshire,ATLANTIC MACKEREL,73655,49.6,"17,797",31.2,4.1386
2019,Georgia,BLUEFISH,133142,30.8,64161,31.2,2.0751
1993,South Carolina,BLUEFISH,222456,34.3,158183,31.2,1.4063
2014,Virginia,BLUEFISH,208456,59.4,62874,31.1,3.3155
1983,Rhode Island,SUMMER FLOUNDER,117306,41.8,100194,31.1,1.1708
1994,Rhode Island,Black Sea Bass,51600,77.6,"11,561",31.1,4.4633
2010,South Carolina,Black Sea Bass,1323142,38.5,"91,401",31.1,14.4762
2011,Georgia,Black Sea Bass,481593,34.1,"76,602",31.1,6.287
2011,Delaware,BLACK SEA BASS,390380,38.9,"53,900",31.1,7.2427
1984,NORTH CAROLINA,FLORIDA POMPANO,460471,40.5,284978,31.1,1.6158
1998,Massachusetts,SUMMER FLOUNDER,293062,36.6,121413,31,2.4138
1998,New Hampshire,WINTER FLOUNDER,57614,36.2,"8,509",31,6.7709
2007,Massachusetts,WINTER FLOUNDER,27563,91,"136,433",31,0.202
1992,Massachusetts,Black Sea Bass,3227,53.7,"3,750",31,0.8605
2010,Delaware,BLACK SEA BASS,448649,36.1,"62,383",31,7.1918
1996,Delaware,ATLANTIC MACKEREL,4809,85.3,1576,30.9,3.0514
2005,Maine,BLUEFISH,118710,48,148079,30.9,0.8017
2020,Virginia,BLUEFISH,738214,40,166841,30.9,4.4247
2016,Georgia,Black Sea Bass,170180,34.5,"62,225",30.9,2.7349
1997,Maryland,ATLANTIC MACKEREL,104988,65.9,7830,30.8,13.4084
1999,South Carolina,BLUEFISH,304148,27.7,147812,30.8,2.0577
2004,Virginia,BLUEFISH,746811,48.4,205089,30.8,3.6414
2013,Massachusetts,WINTER FLOUNDER,77039,36,"32,018",30.8,2.4061
2011,Maine,BLUEFISH,8553,45.2,79991,30.7,0.1069
1987,Virginia,SUMMER FLOUNDER,162474,32.5,72885,30.7,2.2292
2013,New Hampshire,Black Sea Bass,49759,89,"9,210",30.7,5.4027
1989,Maryland,BLACK SEA BASS,795393,28.7,"88,179",30.7,9.0202
1999,New Hampshire,WINTER FLOUNDER,30853,66.9,"6,174",30.6,4.9972
1986,New Jersey,YELLOWFIN TUNA,260668,902,83577,30.6,3.1189
1995,Rhode Island,YELLOWFIN TUNA,27742,38.5,24320,30.6,1.1407
2022,Connecticut,Black Sea Bass,360415,35.5,"49,255",30.6,7.3173
1986,South Carolina,Black Sea Bass,895356,35.5,"99,602",30.5,8.9893
2002,South Carolina,Black Sea Bass,614954,32.6,"69,761",30.5,8.8152
1984,Maryland,BLACK SEA BASS,450517,43.6,"113,116",30.5,3.9828
1994,Delaware,ATLANTIC MACKEREL,6776,98,3293,30.4,2.0577
1991,Massachusetts,ATLANTIC MACKEREL,1450753,30.7,"188,246",30.4,7.7067
2015,Delaware,BLUEFISH,551081,35.5,128655,30.3,4.2834
2017,South Carolina,Black Sea Bass,2509831,26.7,"312,865",30.3,8.0221
2008,Delaware,BLACK SEA BASS,479365,31.2,"71,964",30.3,6.6612
1987,North Carolina,COBIA,6357,30.5,"36,202",30.2,0.1756
1992,Delaware,BLACK SEA BASS,131619,30.9,"14,088",30.2,9.3426
2003,SOUTH CAROLINA,FLORIDA POMPANO,1735894,35.4,463484,30.2,3.7453
2017,Delaware,ATLANTIC MACKEREL,31,27.8,61,30.1,0.5082
1996,Maryland,ATLANTIC MACKEREL,117065,74.3,4786,30.1,24.4599
1989,Delaware,BLACK SEA BASS,174940,32.4,"23,014",30.1,7.6015
2004,Delaware,BLACK SEA BASS,295170,26.5,"63,619",30.1,4.6397
2000,Delaware,ATLANTIC MACKEREL,972,80.8,349,30,2.7851
1986,South Carolina,BLUEFISH,544134,32.8,258657,30,2.1037
1998,New York,YELLOWFIN TUNA,36106,44.1,171118,30,0.211
1990,Rhode Island,Black Sea Bass,9534,55.4,"6,368",30,1.4972
2004,South Carolina,Black Sea Bass,1988043,46.2,"197,836",30,10.0489
1987,Georgia,BLUEFISH,31773,39.6,9049,29.9,3.5112
2018,New York,BLUEFISH,972680,29.7,482433,29.9,2.0162
1998,New York,SUMMER FLOUNDER,371648,31.8,124904,29.9,2.9755
1994,Virginia,YELLOWFIN TUNA,64891,43.1,30308,29.9,2.1411
2018,Georgia,Black Sea Bass,840600,38.8,"102,614",29.9,8.1919
2009,SOUTH CAROLINA,FLORIDA POMPANO,610484,77.5,122295,29.9,4.9919
1984,Maine,ATLANTIC MACKEREL,682116,32.3,"234,052",29.8,2.9144
2008,South Carolina,Black Sea Bass,643504,30.5,"112,939",29.8,5.6978
1997,Maryland,BLACK SEA BASS,591280,32.6,"36,954",29.8,16.0004
1982,Maine,BLUEFISH,19723,53,111568,29.7,0.1768
2009,New Hampshire,BLUEFISH,3461,94.6,11420,29.7,0.3031
2020,South Carolina,COBIA,23377,27.6,"41,249",29.7,0.5667
2008,Virginia,SUMMER FLOUNDER,413866,29.9,143999,29.7,2.8741
2003,New Jersey,YELLOWFIN TUNA,94523,309,87651,29.7,1.0784
2006,Georgia,Black Sea Bass,494119,32.2,"48,421",29.7,10.2046
1983,New Hampshire,ATLANTIC MACKEREL,165592,46.9,"19,018",29.6,8.7071
1997,Maryland,BLUEFISH,582686,30.7,145955,29.6,3.9922
1985,North Carolina,BLACK SEA BASS,1229306,36.1,"207,852",29.6,5.9143
1985,NORTH CAROLINA,FLORIDA POMPANO,1156513,44.7,332916,29.6,3.4739
1999,Connecticut,BLUEFISH,28129,85.1,5410,29.5,5.1994
1986,Maine,BLUEFISH,199578,52.2,191320,29.5,1.0432
2000,South Carolina,BLUEFISH,973417,56.3,283868,29.5,3.4291
1989,Maryland,SUMMER FLOUNDER,232422,33.5,164869,29.5,1.4097
1985,New Jersey,WINTER FLOUNDER,814747,658,151124,29.5,5.3912
1981,Rhode Island,WINTER FLOUNDER,707939,35.5,"151,932",29.5,4.6596
2002,Maryland,BLACK SEA BASS,610363,34.9,"57,050",29.5,10.6987
1983,Virginia,BLACK SEA BASS,1560618,29.6,"275,196",29.5,5.6709
1981,SOUTH CAROLINA,FLORIDA POMPANO,269801,31.9,154946,29.5,1.7413
2018,SOUTH CAROLINA,FLORIDA POMPANO,2282139,32.9,519891,29.5,4.3896
2012,Massachusetts,ATLANTIC MACKEREL,2676307,31.2,"354,532",29.4,7.5488
2010,Georgia,BLUEFISH,70275,52.5,30381,29.4,2.3131
1981,New Hampshire,BLUEFISH,1987,72.4,5709,29.4,0.348
1998,New York,BLUEFISH,398580,28.4,188743,29.4,2.1118
1987,Rhode Island,YELLOWFIN TUNA,8505,38.9,31453,29.4,0.2704
1990,Maine,ATLANTIC MACKEREL,231873,40.3,"209,547",29.3,1.1065
1994,Rhode Island,ATLANTIC MACKEREL,77483,34.7,"12,896",29.3,6.0083
1981,New York,SUMMER FLOUNDER,586841,30.9,142829,29.3,4.1087
1990,New Hampshire,ATLANTIC MACKEREL,145730,41.4,"20,685",29.2,7.0452
2002,Delaware,BLUEFISH,1005325,26.2,192721,29.2,5.2165
2016,South Carolina,BLUEFISH,2481763,43,499551,29.2,4.968
1989,South Carolina,BLUEFISH,1219919,22.7,472262,29.1,2.5831
1999,Virginia,BLUEFISH,139005,29,99352,29.1,1.3991
2002,Virginia,SUMMER FLOUNDER,189646,33.5,74547,29.1,2.544
1987,Georgia,Black Sea Bass,360049,54.7,"18,654",29.1,19.3014
2005,Georgia,Black Sea Bass,725401,25.7,"57,360",29.1,12.6465
2015,Massachusetts,BLUEFISH,200138,38.4,291090,29,0.6875
2009,South Carolina,BLUEFISH,956352,33.8,446305,29,2.1428
1988,North Carolina,COBIA,8973,36,"18,513",29,0.4847
1990,New York,YELLOWFIN TUNA,26583,34.2,29550,29,0.8996
1990,Delaware,BLACK SEA BASS,124958,41,"23,101",29,5.4092
2022,NORTH CAROLINA,FLORIDA POMPANO,95631,52.5,121549,29,0.7868
1989,New Jersey,ATLANTIC MACKEREL,395497,538,42056,28.9,9.4041
1996,Virginia,BLUEFISH,520440,41.9,181402,28.9,2.869
2015,Virginia,BLUEFISH,225282,36.8,119059,28.9,1.8922
2004,Delaware,SUMMER FLOUNDER,170336,30,112219,28.9,1.5179
2014,Maryland,SUMMER FLOUNDER,87698,31.4,23881,28.9,3.6723
1997,New Hampshire,WINTER FLOUNDER,14377,33.4,"8,276",28.9,1.7372
2002,Rhode Island,WINTER FLOUNDER,38197,34,"36,678",28.9,1.0414
2016,Massachusetts,Black Sea Bass,399812,47,"77,202",28.9,5.1788
2014,Delaware,BLUEFISH,531764,30.1,190464,28.8,2.7919
1988,Massachusetts,Black Sea Bass,161389,62.3,"27,054",28.8,5.9654
2005,New York,Black Sea Bass,1155573,43.2,"243,275",28.8,4.7501
2017,SOUTH CAROLINA,FLORIDA POMPANO,1095705,28,299744,28.8,3.6555
2006,North Carolina,SUMMER FLOUNDER,172875,27.8,134490,28.7,1.2854
1981,Virginia,SUMMER FLOUNDER,1346131,66.3,320776,28.7,4.1965
2007,Georgia,Black Sea Bass,536326,41.3,"94,974",28.7,5.6471
1985,Delaware,BLACK SEA BASS,57748,57.4,"13,484",28.7,4.2827
2020,GEORGIA,FLORIDA POMPANO,218501,45.9,57878,28.7,3.7752
1984,Connecticut,BLUEFISH,738292,33.8,112401,28.6,6.5684
1992,New Jersey,WINTER FLOUNDER,25885,545,31903,28.6,0.8114
1983,South Carolina,Black Sea Bass,291961,34.8,"59,075",28.6,4.9422
1995,Georgia,Black Sea Bass,155607,39.7,"25,679",28.6,6.0597
1982,North Carolina,BLACK SEA BASS,415746,16.3,"65,705",28.6,6.3275
1983,Maryland,SUMMER FLOUNDER,229653,49.9,37241,28.5,6.1667
2003,New York,WINTER FLOUNDER,89913,52,"125,729",28.5,0.7151
2009,Rhode Island,Black Sea Bass,476760,48.3,"76,758",28.5,6.2112
2005,SOUTH CAROLINA,FLORIDA POMPANO,1038825,39,225066,28.5,4.6156
1987,Massachusetts,ATLANTIC MACKEREL,1457495,38.4,"242,664",28.4,6.0062
2004,Delaware,BLUEFISH,248379,31.6,201346,28.4,1.2336
2000,Maryland,BLUEFISH,467182,37.3,135211,28.4,3.4552
2008,Delaware,SUMMER FLOUNDER,217230,35.9,104103,28.4,2.0867
2016,Massachusetts,SUMMER FLOUNDER,145504,56,38515,28.4,3.7779
2009,New York,WINTER FLOUNDER,169816,42.9,"108,002",28.4,1.5723
1993,South Carolina,Black Sea Bass,217360,30,"49,122",28.4,4.4249
2012,Delaware,BLACK SEA BASS,556638,32.6,"63,871",28.4,8.715
1986,Virginia,BLACK SEA BASS,1622808,25.4,"123,859",28.4,13.1021
1983,Maine,BLUEFISH,37121,45.8,102187,28.2,0.3633
1985,Rhode Island,SUMMER FLOUNDER,530113,50.9,222672,28.2,2.3807
1985,Rhode Island,WINTER FLOUNDER,752300,29.8,"344,550",28.2,2.1834
1997,New York,YELLOWFIN TUNA,77363,51.9,139176,28.2,0.5559
